artista,nombre_cancion,link_cancion,letra
Antonio Tarrago Ros,En la oscuridad,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/en-la-oscuridad,"En la oscuridad se puede mirar la luz donde nadie ve, el que sepa ver, verá el que quiera oír, en pleno silencio oirá y comprenderá que hay que ver y oír mucho más allá. El que puede ver también con su corazón mira mucho más, porque mira con amor. El que puede oír el canto de la ilusión eligió soñar, eligió vivir, como vos y como yo. El pombero da quitándote y no se ve el que te ayuda a ver lo material, que la noche está haciendo el amanecer y eligió sembrar cada estrella y luz en la oscuridad."
Antonio Tarrago Ros,En Misiones,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/en-misiones,"No es leyenda el curupí Y es verdad la caá yarí En Misiones... Es de cielo el uruguay, Payesera la yasî, En Misiones... Una lágrima cainguá Acuchilla la heredad Robada... Un hermano de Asunción Desterrado en Oberá Hace trizas mi canción. En Misiones quedó Para siempre el verdor A vivir su pasión De anaconda estival Más allá del dolor Donde vive la fe... Ay! Misiones la flor Más fragante es saber Que se puede vivir A tu amparo sin ser De raiz guaraní En Misiones quedó Para siempre el verdor. Cuando estalla en Iguazú Lluvia o pájaro, la luz En Misiones... Hechizado de color Afiebrado como un sol Va Quiroga... Él plasmó la realidad Más profunda del ayer En Misiones... En tu suelo germinó Ese gringo corazón Que la guerra desterró."
Antonio Tarrago Ros,Epílogo del pomberito,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/epilogo-del-pomberito,Cuando las Flores recién nacidas Dan la tibieza de su color Estremecidas de primavera Canta la vida en cada ramita. Que estrena el verde con ilusión. Si los hombres pudieran Escuchar su canción En el viento del norte O en el Río cantor. Si los hombres pudieran Detener el dolor Comprendería el milagro Glorioso y sublime de la creación. Algunos hombres son los culpables De la tristeza y la destrucción Mata la vida del capullito Quiebra las alas del ruiseñor. Pero por suerte van los artistas Cambiando muerte por ilusión Serrando vida con la herramienta De la poesía y el corazón. Los poetas escriben La palabra mejor Los cantores la cantan Y la pinta el pintor Los autores la sueñan Cuando sube el telón Y se la entregan a los niños Que van repitiendo la palabra es amor.
Antonio Tarrago Ros,Escena primaveral,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/escena-primaveral,"Trae un aire de bodas septiembre ayé Y de brotes y trinos, un no sé qué que te deja ese leve temblor de espiga sobre la piel no me digas ya sé que te gusta ver como tu hombre trabaja esmerándose al volver de la fábrica en la casita que quiere hacer y en las novelas que dan por televisión con que palabras bonitas se habla de amor a vos te basta sentir el sabor dulzón de los besos que debajo de la enramada se dan los dos te pusiste la blusa color carmín que a tu hombre le gusta mirarte así y el chipá que le hiciste sabe a te quiero, cuñataí en el mate cebado y en el rumor de sus pasos rondando a su alrededor se adivina un torrente de melodías cantando al sol."
Antonio Tarrago Ros,Esta noche,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/esta-noche,Caminemos buscando el lugar donde el cielo se mire mejor. Esta noche la luna podrá reflejarse en tus ojos mi amor. Aprendamos ahora a vivir como pájaros en libertad no se puede mirar el color de este cielo detrás de un cristal. El país que fundamos los dos nos está devolviendo la paz esta música tan natural que no cree en tu vieja ciudad.
Antonio Tarrago Ros,Este amor tan tuyo y mío,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/este-amor-tan-tuyo-y-mio ,"Este otoño pone un sol en mi soledad dos ojitos color miel y una risa azul tiene siglos de esperar y le voy a dar este amor total que no cabe en mí que no tiene edad, pero vive en mí. Se hace largo regresar de la soledad se hace largo retomar el camino al sol pero a orillas de este amor, encontré la luz encontré la paz que me dió su piel de temblor frutal, de tibieza y miel. Este amor como el rocío moja el tiempo mío, lo hace florecer éste amor tan tuyo y mío no es casual viene de tu larga espera y mi soledad. Es la hora de volar ya no hay más que hablar juntos vamos a encontrar nuestro amanecer es la hora de empezar a recuperar todo el tiempo aquel que esperó por mí ya no hay más que hablar, vamos a volar. Este amor como el rocío moja el tiempo mío, lo hace florecer éste amor tan tuyo y mío no es casual viene de tu larga espera y mi soledad."
Antonio Tarrago Ros,Evocacion de la ternura,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/evocacion-de-la-ternura,"Cuando allá en Curuzú Nos juramos amor. Tu eras niña, Morena, calandria. Yo tan sólo Un cantor andariego. Te recuerdo… Cuando la nostalgia te ponga muy triste Y falte la ternura Yo te dejo un canto Si quieres encontrarme En la guitarra yo estaré Trepando madrugadas Entonando un chamamé. Pero el tiempo pasó Ya no soy tu cantor. Y en tus brazos latiendo un capullo Que me grita que ya no eres mía. Te recuerdo… Cuando la nostalgia te ponga muy triste Y falte la ternura Yo te dejo un canto Si quieres encontrarme En la guitarra yo estaré Trepando madrugadas Entonando un chamamé."
Antonio Tarrago Ros,Flor de Chajarí,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/flor-de-chajari,Aquí me tenés andando Camino donde aprendí Mi oficio de musiquero Chamarra de Chajarí Mi oficio de musiquero Camino donde aprendí Chamarrita chifladora dulce camoatí chamarrita volvedora flor de Chajarí y de Ay!! El Río me fue enseñando Aquello de andar y andar el río se vuelve lluvia y yo me vuelvo cantar el río se vuelve lluvia Aquello de andar y andar Chamarrita chifladora dulce camoatí chamarrita volvedora flor de Chajarí y de Ay!! Chamarra cuando atardece Me canta en el manantial tu galopito entrerriano Chamarra del naranjal Tu galopito entrerriano Me canta en el manantial Chamarrita chifladora dulce camoatí chamarrita volvedora flor de Chajarí y de Ay!! Mañana me voy hermano Mi copla se queda aquí Latiendo en la chamarrita Del pago de Chajarí Latiendo en la chamarrita Mi copla se queda aquí Chamarrita chifladora dulce camoatí chamarrita volvedora flor de Chajarí y de Ay!!
Antonio Tarrago Ros,Floripa,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/floripa,"Isla de la magia verde Patria de los pescadores Donde el cielo azul se baja, Floripa... Pródiga la arena tibia Baña su cabello rubio Entre el cielo-mar y el morro Floripa.... Marea de sol Floripa Cantiga de amor Floripa Se vuela la mar Floripa Pandorga del sur Floripa... Duende de los ojos claros Pájaro de los veranos Beso tu recuerdo dulce Floripa... Barca que encalló su vuelo Luz de Santa Catarina, Entre el cielo-mar y el morro Floripa... Isla de la magia verde Patria de los pescadores Donde el cielo azul se baja, Floripa... Pródiga la arena tibia Baña su cabello rubio Entre el cielo-mar y el morro Floripa.... Marea de sol Floripa Cantiga de amor Floripa Se vuela la mar Floripa Pandorga del sur Floripa... Duende de los ojos claros Pájaro de los veranos Beso tu recuerdo dulce Floripa... Barca que encalló su vuelo Luz de Santa Catarina, Entre el cielo-mar y el morro Floripa..."
Antonio Tarrago Ros,Geró,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/gero,"Allá por lo más alto y lo más hondo Y con el sol naciéndole en la proa, Geró remonta el agua por el agua Y el día entero le cabe en la canoa. Remar siempre se rema hasta la muerte Buscándole la boca al horizonte, Mirándole la entraña al viejo río Donde es un río más, el viento norte Geró puede decir que el río es suyo, Pero se muerde el nombre cuando habla, Cada palabra es un silencio nuevo Que solo sabe continuar al agua. Geró, Geró, Geró, Geró Geró, Geró, Geró, Geró Remar Geró, se rema hasta la muerte"
Antonio Tarrago Ros,Grito sagrado,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/grito-sagrado,"Es de Boca la luna Y el cielo azul Atardece el domingo y regreso yo Con el alma encendida Porque ganamos ndaye otra vez. No me duele la pena, con la emoción Porque puedo cantarla en el tablón La tribuna es un nido Donde se acuna mi corazón. Gol! es el grito sagrado de mi corazón Gol! el relámpago hermoso de la canción! Gol! dice el vuelo del alma buscándote. Hay un viento de río y de choripán, El amor que me diste Taita sabés Hoy que vine solito, te siento tanto Aunque ya no estés. Hasta escucharte juntito a mí La garganta encendida en un sapukai Y tus ojos mojados Taitá querido Por la emoción."
Antonio Tarrago Ros,Guainito cambá,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/guainito-camba ,"Guainito cambá Guainito cambá Guainito cambá Piel de resolana. Guanito cambá, Piel de resolana A media mañana Comiendo chipá Flor del Camba Cuá Un parche te llama De abuela africana Guainito cambá. Guainito cambá Guainito cambá Guainito cambá Piel de resolana. La piel de carbón De San Baltasar Habita este son, Guainito cambá. Canilla po´î pelito enrulado Lomito tostado Por el cuarajhî Guanito cambá Guanito cambá Guainito cambá Piel de resolana Candombe dulzón Por el 6 de enero Bailando te quiero Guainito cambá Flor del cambacuá Piel de resolana A media mañana Comiendo chipá Guainito cambá Guainito cambá Guainito cambá Piel de resolana Piel de resolana… Piel de resolana..."
Antonio Tarrago Ros,"Gurisa, ámame",http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/gurisa-amame ,"Ella es todo candor Mi niña mujer Es un pájaro, una flor Ay, me enamoré. Con sus lunas de ternura Huele a una fruta madura Es mi cielo y mi pecado. Gurisa, ámame Que la vida en ti amanece y yo soy el otoño que en tu piel ardió pétalo herido por la nieve. Gurisa, ámame Tu sudor, Ay, me estremece y yo náufrago era y me salvó tu amor Ay, Gurisa ámame. La eternidad vive en su piel Mi niña mujer. Cuando ríe sale el sol En mi corazón. Pajarito abandonado, Es mi cielo y mi pecado Acurrúcate a mi lado Ay Gurisa ámame!"
Antonio Tarrago Ros,Hay luz en tu mirada,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/hay-luz-en-tu-mirada,"Después de amar Sembrarte el vientre y llorar La desnudes de tu alma en celo es volar El regresar a un sueño sin despertar tierra y lugar, donde quisiera quedar. Hay luz en tu mirada, Pancita iluminada Ni lagrima ni olvido, Hay luz en tu mirada. Abrázame no digas nada esta vez quiero escuchar la voz de tu corazón. Y que al latir Cante la eterna canción De nido y flor En tu cintura el amor. Hay luz en tu mirada, Pancita iluminada Ni lagrima ni olvido, Hay luz en tu mirada."
Antonio Tarrago Ros,Hola Chamigo,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/hola-chamigo,"Hola Chamigo que tal!. -Pero íporante, chamigo!.. Es el típico saludo que usamos los correntinos Chamigo quiere decir literalmente “Mi Amigo” Aunque el rigor de verdad Ello se halla enriquecido De todo cuanto contiene De Fraterno, de afectivo El chamigo es algo más Que lo común de un amigo Es esa mano que estrecha Con impulso repentino Es la voz que en ocasiones Nos hace como de estímulo Dándole fuerza al elogio “Estuviste bien chamigo” Por la advertencia oportuna Cuando en algún trance crítico Alguien se acerca y nos dice muy formal “chaque chamigo”!. O el corazón hecho hueco cuando brindamos asilo, diciendo sencillamente “esta es tu casa chamigo” O el reproche que nos brota cuando exclamamos heridos por el filo de una ofensa “pero eso si que no! chamigo” hasta en eso, hasta en lo ingrato la expresión tiene un sentido de cuño tan puro y noble que le da valor de símbolo un símbolo de amistad muy propio del correntino pero así, cordial y franco no crea usted que el chamigo se le prodiga a cualquiera No señor!., ese es un rito que se practica tan sólo cuando se halla reconocido el real afecto, de aquellos que se consagran amigos por eso sin prevenciones confíe en el correntino, cuando corazón en mano se le entrega en un “CHAMIGO”!."
Antonio Tarrago Ros,Hombre y creciente,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/hombre-y-creciente,"Ha crecido el río piel marrón, qué pena Anegando el rancho y el vivir costero Pero Don Argüello que ha perdido todo No se quedará. Le llevó cosechas, sueños de naranja La vieja esperanza de sentirse dueño De un milagro tierra que tuvo en sus manos Para comenzar. Pero el agua nuestra Le pondrá de azahares La sonrisa nueva En su caminar. Pero el agua nuestra Vestirá su sangre Con algún celeste Tiempo de canción. La peor crecida, la que más nos duele La que hiere el niño y la paz de siempre Le toca al compadre que se va en las hachas Siempre a comenzar. Volverás al alma del tabaco antiguo A juntar los vientos de un quebracho en silbos Y tendrás un pueblo, un hijo y un monte Para inaugurar."
Antonio Tarrago Ros,"Ible, la ternura",http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/ible-la-ternura,"Cómo nombrar la dulzura Que regala su mirar Ríe si río y si peno Me hace el corazón sangrar Es tan frágil, casi un lirio Tierna y clara, casi un niño Cuando oculta su llorar... Ible…Ible… La que sabe sólo dar. Ible… Ible… La que sabe sólo dar. Siempre comparte mis sueños De caminos y canción Sueños de coplas tristonas Que reflejan mi pasión Porque estoy junto a sus cosas Yo la invito a la sonrisa Hay un mundo por andar... Porque estoy junto a sus cosas Yo la invito a la sonrisa Hay un mundo por andar... Ible...ible... La que sabe sólo dar. Ible...ible... La que sabe sólo dar."
Antonio Tarrago Ros,"Irupé, la dulce flor",http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/irupe-la-dulce-flor ,"Irupé, la dulce flor Donde el azul Suele beber la luz De aquellos días De pandorga en Curuzú... Suele un relámpago Copiar la claridad De la Florinda Que entibiaba mi niñez, Luna dormida En el regazo de mi ayer. Irupé te prometo crecer Es decir, no dejar de soñar Con un mundo mejor Donde no haya un gurí Que no sea feliz. Irupé, canción de amor Risa de miel, Amaneció otra vez. El alba siempre Me regala algún zorzal, Una cordiona, una nostalgia, Un chamamé... Gota de lluvia Aterida en un jazmín, Luna dormida En el regazo de mi ayer.... Irupé te prometo crecer Es decir, no dejar de soñar Con un mundo mejor Donde no haya un gurí Que no sea feliz."
Antonio Tarrago Ros,Isabelino y la muerte,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/isabelino-y-la-muerte,"Winchester y treinta y ocho estuvo abriendo picadas y en un cuero estremecido de Isabelino Maidana cinco arroyos de carmín bajan a la arena pálida mira su alma florecer por esas cinco ventanas Muerte porque no venís, no me tengas esperando me estoy quedando sin vida. sin muerte me estás dejando. La muerte lo mira y dice -en ese trance me encuentro: yo tiro tu alma hacia fuera, La Catalina hacia adentro) Isabelino Maidana tiene buena medicina bajo la piel de amuleto tiene a Santa Catalina que la quiten por favor pide al cielo Isabelino la muerte espera cansada a la orilla del camino. ""La muerte espera cansada a la orilla del camino. Isabelino Maidana tiene a Santa Catalina."
Antonio Tarrago Ros,Jacinto cachapecero,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/jacinto-cachapecero,"Jacinto llora pa´dentro Viendo pasar los recuerdos, Se está mascando las penas Con gusto a tabaco negro. Se ha quedado sin oficio Se lo arrebató el progreso, El apuro de estos tiempos No quiere cachapeceros. Ahí va caminando solo Entropillando silencios, Le anda doliendo saber Que ya no será carrero, Jacinto cachapecero. Jacinto Almirón, De oficio cachapecero Sus bueyes ató Para buscar un lucero, Sin rumbo partió En carro por el sendero Jacinto Almirón El último cachapecero. Y se fue en un viaje sin vuelta Sin un destino obrajero, Quiso morir a su modo El último cachapecero. Pero te han de llorar las picadas, Las aguadas, el estero Porque tu carro quedó sin dueño, Jacinto cachapecero. Jacinto sabe de sobra Que no ha de llegar muy lejos No hay bueyes que tengan fuerza Pa´tironear sus recuerdos. Almirón sabe también Que aunque su tranco es muy lento Con la muerte por amiga Ha de ganarle al progreso, Se fue en un viaje sin vuelta Sin un destino obrajero Te han de llorar las picadas, Jacinto cachapecero. Jacinto cachapecero."
Antonio Tarrago Ros,Jineteando la vida,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/jineteando-la-vida,"La vida es un potro blanco La clina al viento, sin ensillar. Y lleva el amor en ancas Como quien lleva la libertad. “La muerte es un potro negro Como la noche, para soñar” Lo dice Cacho Ledesma Mi amigo gaucho, al desensillar. Jineteando la vida, Va el chamamè Jineteando la vida Jinete ité Jineteando la vida, Al igual que usted Ahí va Cacho Ledesma Ensillando con fe. A veces si se abalanza Algún corcovo te hace sentir Rigores de los destinos Claros caminos del devenir Relincha cuando los mira Le pone alas a la razón Recuerda bien la querencia La sabia ciencia del corazón. Jineteando la vida."
Antonio Tarrago Ros,Juancito capichuá,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/juancito-capichua,"Tus manos tejen un juego Para rimar tu sonrisa blanca Mientras se orea la arcilla Con el sol duende de las iguanas. Juancito capichuá, Juancito de las tinajas Antiguo oficio del indio El Î Porá te acompaña. Juancito capichuá Juega a la mbopa con las chicharras, Los poras sobre la arena Andan los charcos de resolana. Por los baldíos del tiempo Yo te recuerdo jugando, Donde el pueblo se hace río Por tu cielo de barrancas. Por la siesta del verano Mamangá, ñaú y chivatos Bajo una sombra tu sombra Y una tinaja de barro Por la siesta del verano Mamangá, ñaú y chivatos Bajo una sombra tu sombra Juancito capichuá."
Antonio Tarrago Ros,La chacarera del Chaco,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/La-chacarera-del-chaco,"De lejos han venido hasta el calor de otro cielo paisanos correntinos sus esperanzas trayendo. Y con los santiagueños Fue como trago de añapa Paycuna sackerancu Llajta rymainin cunata. El Chaco en sus entrañas de quebrechal y misterio, con mieles montaraces le dio cobijo a sus sueños. Runa cuna amorancu Tantacherancu takincunata La chacarera del Chaco Llajta rymainin cunata. Con aires de yanarca hasta el camino se fueron a ver marchar sus hombres al Chaco quebrachalero. Ashcata llamcaspala sapa tuta floreciendo paycuna sackerancu huayrapi sus cantos lejos En lunas forestales los correntinos bebieron silencios desvelados del Taragüí payesero."
Antonio Tarrago Ros,La chacarera del sapo,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-chacarera-del-sapo ,"Buscaba una chacarera en la Salamanca mi sueño con alma quichua de antaño sancko de bombo bandeño. Sapito que come bichos limpiando el patio te quiero bombisto del río dulce, cantor sentido coplero. He visto a Don Juan el zorro Engualichando a un rococo Don Sapo no se me aflija. ¡Lo irán queriendo de a poco! Salvemos la chacarera y a los sapitos del monte la tierra se vuelve nada sin canto y sin horizonte. Es tiempo de amar la vida con un respeto profundo a Lennon y a Chazarreta sabiendo el ancho del mundo. Sapito de los bañados a veces sos mensajero de un niño que está viniendo ¡mientras te mueres te quiero! La chacarera del sapo Sembró en tu pecho su suerte Amála para que viva O sepultála en la muerte."
Antonio Tarrago Ros,La chamarrita entrerriana,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-chamarrita-entrerriana ,"La chamarrita entrerriana chiflaba en el pajonal porque un carpincho lloraba su ""prienda"" que era una flor una carpincha mimosa que se llevó el cazador. Chamarra entrerriana Calmá su dolor No dejes sin canto su pena de amor chamarra entrerriana calmá mi dolor no dejes sin canto mi pena de amor. Yo vi un carpincho llorando la pena y la sinrazón porque no habrá chamarritas que entibien el corazón es una pena chamigo la vida sin tradición. Chamarra entrerriana Calmá su dolor No dejes sin canto Su pena de amor Chamarra entrerriana Calmá mi dolor No dejes sin canto Mi pena de amor. La chamarrita entrerriana se muere sin tu calor hacéle nido en tu alma bien lejos del cazador el frío del desarraigo no puede con el amor..."
Antonio Tarrago Ros,La huella de la pampa,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-huella-de-la-pampa ,"La huella de la pampa Caldén y arena Un pájaro pañuelo De adiós y pena. Los cardos a lo lejos Mirar del viento Celestes como cielos Sabrán qué siento. La huella de la pampa Verdor del alma Rocío que amanece Trayendo calma. Mojándome la pena De estar sin ella, Sin canto y sin olvido, Triste es la huella. La huella de la pampa Bajó una estrella Del cielo de sus ojos Para mi huella. Ay, huella de la pampa, Pariendo el monte Relámpago sediento Del horizonte... Tristea en los caldenes Malón doliente Un poncho de aguacero Frío silente. La huella de la pampa Del río ausente La lluvia que la besa Recuerda y siente."
Antonio Tarrago Ros,La huella y el hombre,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-huella-y-el-hombre,"Deja el hombre su huella Sobre la tierra En su andar peregrino De amor y guerra. En la huella del alma La de los cantos, Con la historia más tuya: Glorias y llantos. Es la huella del odio Y el desarraigo, La que humilla tu alma. Yo, amor te traigo. Soy la huella surera De los caldenes, La del gaucho y del indio ¡por qué no vienes! (¡aura!) A sembrar por la tierra Que está muriendo En la huella del día Que está naciendo. Soy la huella escondida De tus abuelos Un regazo entibiado Con sus anhelos. Soy la huella que espera Tu sentimiento Para verlo calandria, ¡libre en el viento! Soy la huella que ríe Baila conmigo, De invasiones como esta Ya fui testigo... No pudieron matarme Y aquí me tienes Quiero amarte sin trampas ¿por qué no vienes? (¡aura!) A sembrar por el canto Que está muriendo En la huella del día Que está naciendo"
Antonio Tarrago Ros,La milonga y el mar,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-milonga-y-el-mar ,"La milonga corralera Hablando está con el mar Le cuenta cosas de antaño Las olas vienen y van De tiempos que ya se han ido Y que tal vez volverán La milonga corralera y el mar ... La milonga corralera Con el mar en sus anhelos Con un celeste de cielo Y blanco de espuma espera Levantar una bandera Como una estrella encendida Como una venda en la herida Que la quiere restañar Porque es una cuna el mar Que está meciendo la vida ... El viento en los medanales Se puso atento a escuchar Pa' ver si hablaban del hombre Que suele el alma manear Con cantos que son lejanos A nuestra forma de amar La milonga corralera y el mar ... Nuestra forma, nuestra idea, En la tormenta y la calma Libera el hombre su alma, Con lo ajeno la manea Pero si anda en su tarea En su tierra y en sus montes Y sin gastarse en aprontes Sabe cumplir con su rol, Encuentra su propio sol En un cercano horizonte! Los pichones como niños Desamparados están Como el malambo y la huella, Danzas que habrá que guardar Pa' la guía de los mozos Que saben que hay que salvar La milonga corralera y el mar... Pichones con su ternura Que a la niñez se parece Cuando la vida amanece Sencilla, profunda, y pura, Manantial de la dulzura, Desde ya yo lo aseguro Clareando el camino oscuro Desde el alma a la conciencia, salvaremos la inocencia ¡salvaremos el futuro! Gaviota símbolo inerme Del verde campo del mar, Velamen a la deriva A punto de naufragar Solo escuchando lo eterno La tierra vuelve a cantar La milonga corralera y el mar... Conjugando el verbo amar En todos los tiempos pienso Se va a pintar ese lienzo Imposible de borrar Y nadie puede negar Que esto es querer a este suelo, A sus sueños, sus anhelos, Sus cosas buenas y malas ¡no destruyamos las alas, Que es ya destruir el vuelo! La patria es más que bandera Flameando en la soledad, Es arraigo, es horizonte, Plumón de nido, canción, Es un fogón encendido Que sabe el alma entibiar ¡la milonga corralera y el mar!"
Antonio Tarrago Ros,La música es la luz,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-musica-es-la-luz ,Candil de cielo Pajarito mío Amor enciéndame la mañana. La melodía que murmura el río Le pone música al nuevo día. No se siente igual El amanecer Sin la sinfonía total Del cardenal. La música es la luz De un horizonte azul Dormida no verá Que ríe el resplandor Del nuevo sol... La brisa leve Me contó que es mío Aunque te vayas Tu amor de río Cuando se marcha La corriente deja En los juncos Silbos de algún suspiro. No se siente igual El amanecer Sin la sinfonía total Del cardenal.
Antonio Tarrago Ros,La oruga gigante,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-oruga-gigante ,"Le quiero contar, Teresa Lo que recién me pasó Viniendo para su rancho, Bordeando el Guayquiraró Venía feliz cantando Elegante y bien peinado Cuando escuché unos bramidos A la orilla del bañado. Cuando miré pa´ese lado Usted no me va a creer El monstruo que pude ver Era una oruga gigante Un gusano impresionante Que bufaba como un buey. Le juro el primer impulso Cuando le oí resoplando Fue el de salir disparando Porque huir no es cobardía Pero el gusano, Teresa Para su rancho venía. Ay, ay, ay, ay, ay. Me encaramé sobre el monstruo Y ahí se armó la maroma Se estiraba y se encogía Como si fuera de goma Se retorcía el animal Y respiraba agitado Saltando pa´ todos lados Y hasta arrancó en un momento Con quejidos y lamentos Cuando se vio derrotado. No soy hombre pendenciero Y no suelo andar armado Sólo estas manos tenía Que saben pescar dorado Y aquí le traigo esa oruga Teresa, permítame Ya lista pa´un chamamé Porque mansa y regalona Es esta linda cordiona Que así suena para usted"
Antonio Tarrago Ros,La ranchera de Santa Fe,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-ranchera-de-santa-fe,"Van los colonos santafesinos, Los de Pedroni, los de León, Manos callosas bailando alegres La rancherita de Santa Fe. Allá en el norte del algarrobo, del indio toba y el quebrachal, Una cordiona lava la herida Que nos dejara “La forestal” Hay que sembrar el quebrachal Que asesinó “La forestal” Con la ranchera en la pasión Y Santa Fe en tu corazón. El indio errante de Julio Migno Que prende fuego tu corazón Danza en la siesta del viento norte Con la ranchera de Santa Fe. Cuando talaron el monte virgen creció el desierto sin compasión... que ya no talen nuestros cantares O habrá un desierto en mi corazón! Hay que sembrar el quebrachal Que asesinó “La forestal” Con la ranchera en la pasión Y Santa Fe en tu corazón. El trigo rubio es un milagro Y hamaca el viento su mar de sol Florece el lino como otro cielo Con la ranchera de Santa Fe Entrerrianos y correntinos Dieron chamarras y chamamé Que al trotecito suelen bailarse En Moises Ville de Santa Fe. Hay que sembrar el quebrachal…"
Antonio Tarrago Ros,La vida y la libertad,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/la-vida-y-la-libertad,"Retumba cambá tambor la guerra en el Paraguay negro carne de cañón, sin patria y sin libertad. El negro quiere vivir y está obligado a matar El llanto se le secó, esclavo de Portugal. La vida y la libertad. Sobre el horizonte gris de muerte en el Paraguay al fin terminó el horror y crece un cielo de paz. Cruzá chamigo el tambor, cruzá el Río Paraná Herida barca de luz que hay cielo dónde soñar la vida y la libertad. Candombe y milagro son En el barrio “Cambá Cuá” Para que unamos las dos La vida y la libertad... La vida y la libertad... La vida y la libertad."
Antonio Tarrago Ros,Ladrillero de mis pagos,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/ladrillero-de-mis-pagos,"Ladrillero Amasa tu barro Con levadura De lluvia y sol. La piel de angustia De las crecientes Tu lomo ardido En el mezclador. Para tu vida De viejo hornero Tejiendo abrigos De tuyutí, Te alcanza y sobra Un poco de suelo De tu paraje De yviraî. Ladrillero Silbido lento Cardo de llamas Ladrillo en flor Ladrillero Jornada larga Manos de adobe Sueño de sol. Ladrillero Detrás del tiempo Por tu verano Mambôretá Se irá la tarde En las correderas Sangrando yaras De tatacuá. Junto a tu río De los lapachos Chaî el invierno Te encontrará Tu mismo nombre Tu mismo oficio La misma cara De tu mitâ."
Antonio Tarrago Ros,Lalo de los Santos,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/lalo-de-los-santos,Cuando me duele la vida o se hace negro el destino Se asoma un Lalo con alas Y me ilumina el camino Como un grillito en la sombra como una copla en el río como una estrella en la noche Para mi cielo vacío... Lalo de los cielos Lalo de Rosario Lalo del abrazo Lalo de los Santos Siempre le das a mi canto Con tu recuerdo el abrigo cuando desando las calles De tu Rosario querido Cuando me bebo algún llanto Cuando me encuentro perdido cuando me siento con alas Porque el amor me hizo nido Lalo de los cielos Lalo de Rosario Lalo del abrazo Lalo de los Santos.
Antonio Tarrago Ros,Las cosas importantes,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-antonio-tarrago-ros/las-cosas-importantes,"Comprenderás que la vida tiene cosas Que no son tan importantes fíjate bien cuales son las que guardabas pajarito, en tu equipaje. Guardá, guardá! No valen más que lo bello de la flor ni siquiera los diamantes ni valen más que tener con quien soñar las hebillas delirantes. Guardemos la alegría, ahora en tu equipaje las lágrimas del río los grillos de la tarde y el sol. Y el sol. Si la ilusión cada día un poco más va empujándote adelante, pajarito comprenderás que importante es la pasión la que ayuda a no quedarse. Pasión, pasión. Uno jamás prisionero debe ser de caretas y disfraces nada mejor que guardar ésta verdad pajarito, en tu equipaje. Mejor que este vacío de tantas vanidades guardemos la esperanza naciendo en tu equipaje de ayer. De ayer."
